"paragraph","message","polarity_class","polarity_score","emotion"
"এই মুহুর্তে শ্রীলঙ্কাকে শেখ হাসিনার হাতে তুলে দেয়াই হবে বুদ্ধিমানের কাজ।একমাত্র শেখ হাসিনার দ্বারাই সম্ভব শ্রীলঙ্কার উন্নয়ন ধরে রাখা।জয় বাংলা","","stronglyPositive",0.913829278945923,"{""neutral"":0.07381885498762131,""happy"":0.9447810649871826,""anger/disgust"":0.015038602985441685,""sadness"":0.012922273017466068,""surprise"":0.007101318333297968,""fear"":0.0034718073438853025}"
"এই রাষ্ট্রটি কিছুদিন আগে আল্লাহর বিধান কুরআন এবং নিরিহ মুসলমানের উপর চরম অত্যাচার চালিয়ে ছিল !! আল্লাহ ছাড়া দেন কিন্তু ,ছেড়ে দেন","","stronglyNegative",-0.9999194383621216,"{""neutral"":0.005262139718979597,""happy"":0.006638376507908106,""anger/disgust"":0.8957827091217041,""sadness"":0.3006582260131836,""surprise"":0.00860812608152628,""fear"":0.04744637385010719}"
"এই লোকটা যদি সত্যি সত্যি শ্রীলংকা কিনে নেয় তবে মেবি তাদের দেশের আর্থীক অবস্থা থেকে সামাজিক সব অবস্থার উন্নতি হবে।। তবে তারা সবাই ভিন দেশি শাসক পাবে।। এটা সব জাতির জন্যে ইগোতে লাগে।।","","weaklyNegative",-0.5986911296844482,"{""neutral"":0.006337951868772507,""happy"":0.02632438763976097,""anger/disgust"":0.5436691045761108,""sadness"":0.70801842212677,""surprise"":0.021639181300997734,""fear"":0.14501315355300903}"
"এই শ্রীলংকাকে আমাদের পিএম বাংলাদেশ ব্যাংকের ফরেন কারেন্সি থেকে আড়াইশো মিলিয়ন ডলার লোন দিয়েছে। গ্যারান্টি হিসেবে রেখেছেন শ্রীলংকার কারেন্সি। তো শ্রীলংকার কারেন্সি তো এখন তেজপাতা হয়ে গেলো। জনগনের রিজার্ভের আড়াইশো মিলিয়ন টাকা কি ওনি শোধ দিবে?","","weaklyNegative",-0.5998727321624755,"{""neutral"":0.004799226298928261,""happy"":0.011580206453800201,""anger/disgust"":0.6752827167510986,""sadness"":0.6180967092514038,""surprise"":0.05065550282597542,""fear"":0.12977783381938934}"
"এই সময়ে চীনের ভুমিকা কাম্য ছিলো। কিন্তু স্বার্থের প্রশ্নে ওরা মনুষ্যত্বকে হারায়নাই তো??ভারতের জন্য শুভকামনা। 😊","","weaklyNegative",-0.5984100818634033,"{""neutral"":0.15514449775218964,""happy"":0.2882401943206787,""anger/disgust"":0.4613606929779053,""sadness"":0.30406221747398376,""surprise"":0.03957074508070946,""fear"":0.05924440547823906}"
"এই সহিংসতা করতে টাকা পাচ্ছে কোথায়।","","stronglyNegative",-0.9997683048248291,"{""neutral"":0.02211533486843109,""happy"":0.0013075062306597829,""anger/disgust"":0.9583548903465271,""sadness"":0.008369974792003632,""surprise"":0.061851345002651215,""fear"":0.0015032421797513962}"
"এইবার শ্রীলঙ্কার হোগা মারা সারা..... কারন, ভারত যার বন্ধু, তার আর শত্রুর দরকার হয় না। 🥴","","stronglyNegative",-0.9998810052871704,"{""neutral"":0.0028781304135918617,""happy"":0.0014081058325245976,""anger/disgust"":0.9887791872024536,""sadness"":0.02617666870355606,""surprise"":0.004412131849676371,""fear"":0.0013924933737143874}"
"এইরকম অবস্থা এই দেশে হতে খুব বেশি সময় লাগবে না 👉, গরুর মাংস ৫০০ থেকে ৮০০ টাকা, প্রতিটা জিনিসের দাম এই ভাবে বেড়েই চলেছে, সাধারণ মানুষের বিচার শোনার ও করার মালিক একমাত্র আল্লাহ্‌ পাক, উনি উত্তম ফয়সালাকারী 👉","","stronglyNegative",-0.9406746864318848,"{""neutral"":0.012566795572638512,""happy"":0.023457398638129234,""anger/disgust"":0.5432718396186829,""sadness"":0.7203895449638367,""surprise"":0.026128249242901802,""fear"":0.2865166664123535}"
"এইলন মাস্ক😜","","neutral",0.1603884816169739,"{""neutral"":0.9963811039924622,""happy"":0.002640180755406618,""anger/disgust"":0.0014555244706571102,""sadness"":0.0008370947325602174,""surprise"":0.0016063000075519085,""fear"":0.0005892672343179584}"
"এক কৃষকের এক খন্ড জমি ছিল আর একটা ভাঙা ঘর ছিল। কৃষকের জমিতে ধান ফলত আর মাছ হত। এক দুষ্ট প্রতিবেশির উপদেশে জমিটি বিক্্রকরে একটি দালান তৈরি করল","","neutral",-0.1933595895767212,"{""neutral"":0.02875570021569729,""happy"":0.017548687756061554,""anger/disgust"":0.6094015836715698,""sadness"":0.4171048402786255,""surprise"":0.11381586641073227,""fear"":0.2658311724662781}"
"এক গর্ভ জারজ রেমিটেন্স ভিখারির জাত,আরেক মিশকিন রে ধার দিসে। চ্যাতনার মা রে *****","","stronglyNegative",-0.9998683929443359,"{""neutral"":0.000985686550848186,""happy"":0.0007509280112572014,""anger/disgust"":0.9927997589111328,""sadness"":0.014031278900802135,""surprise"":0.0052945842035114765,""fear"":0.0012647989206016064}"
"এক পরিবারের লুটপাট রাজনীতি শ্রীলঙ্কার বর্তমান সংকটের মূল। বাংলাদেশে সেই ভয় নাই কিন্তু চোরের দল ঘুমিয়ে নাই, সুযোগ পেলেই চুরি করে না , করে ডাকাতি।","","stronglyNegative",-0.9997315883636475,"{""neutral"":0.005055839661508799,""happy"":0.004122868180274963,""anger/disgust"":0.9284745454788208,""sadness"":0.19503925740718842,""surprise"":0.01797139272093773,""fear"":0.09263984858989716}"
"এক ফকির এরেক ফকিরের ভিক্ষা দিলে যা শোনা যায় আরকি।😁😁🤣🤣","","weaklyNegative",-0.425555944442749,"{""neutral"":0.3533056676387787,""happy"":0.037712495774030685,""anger/disgust"":0.09743538498878479,""sadness"":0.040782470256090164,""surprise"":0.5302122831344604,""fear"":0.027620932087302208}"
"একটা দেশ কখন একটা দুইটা প্রজেক্ট এর কারনে ডুবে না।।ইন্ডিয়ান ইউটিউব চ্যানেল দেখে রিপোর্ট বানাইলে এমন ই কইবা।","","weaklyNegative",-0.59956636428833,"{""neutral"":0.004380325321108103,""happy"":0.003057396737858653,""anger/disgust"":0.9769437909126282,""sadness"":0.04063285514712334,""surprise"":0.009339304640889168,""fear"":0.0044341315515339375}"
"একটা দেশের ক্ষমতাবানরা কী পরিমাণ দুর্নীতি করলে দেশের এই অবস্থা হয়🤔 আমাদের দেশে এমন লোক নাই বললেই চলে🙄 আমাদের দেশে ১০০% বিদ‍‍্যুতের দেশ শুধু প্রধানমন্ত্রী যে দিন ১০০% ভাগ বিদ‍্যুতের ঘোষণা দিচ্ছিলেন তখন ২ -৩ বার লোডশেডিং হয় এবং তারপর থেকে হয়ে যাচ্ছে 🤔","","stronglyNegative",-0.9997042417526245,"{""neutral"":0.015413975343108177,""happy"":0.005442644935101271,""anger/disgust"":0.8394528031349182,""sadness"":0.5047808289527893,""surprise"":0.03715456277132034,""fear"":0.01599043980240822}"
"একটা পরিবার একটা দেশ খেয়ে দিলোরাজাপাকসের পরিবারতন্ত্রের অবসান কবে হবে","","stronglyNegative",-0.9998215913772583,"{""neutral"":0.0006821446004323661,""happy"":0.0006136356387287378,""anger/disgust"":0.9953872561454773,""sadness"":0.02062394469976425,""surprise"":0.001581699587404728,""fear"":0.0006928152870386839}"
"একটা সত্যি কথা হলো বাঙালিরা এখন সত্যি কথা বলতে বয় পায়। আর আন্দোলন করতে বয় পায় তারজন্য আমাদের এমন ভয়াবহ অবস্থা হয়েছে আরও হবে খুব শিগরই ইনশাআল্লাহ। এখন আমাদের দেশে বাজার রাস্তা ইত্যাদি সব জায়গায় দুর্নীতি রাহাজানি জুলুম ইত্যাদি অপকর্মে লিপ্ত বাংলাদেশ যে খানে নিয়ে নিয়া বিচার কল্পনা করা যায় না।","","stronglyNegative",-0.9996727705001831,"{""neutral"":0.004962746985256672,""happy"":0.015662671998143196,""anger/disgust"":0.6894736289978027,""sadness"":0.7281869649887085,""surprise"":0.031751733273267746,""fear"":0.2826184034347534}"
"একটি দেশের অর্থনীতির মৃল চাবি কাঠি হল সে দেশের কৃষি। বাংলাদেশর সরকারকে দেশের উন্নয়নের পাশাপাশি কৃষি খাতের দিকে সবচেয়ে বেশি নজর দিতে হবে।","","neutral",0.1899073362350464,"{""neutral"":0.938605785369873,""happy"":0.10166963934898376,""anger/disgust"":0.001537691685371101,""sadness"":0.0024159958120435476,""surprise"":0.001155484700575471,""fear"":0.001927838078700006}"
"একটি সুন্দর সচ্ছল দেশ সরকারের দূরদর্শিতা ও সঠিক সিদ্ধান্তের অভাবে কী হয়ে গেলো! খারাপ লাগছে।","","stronglyNegative",-0.9968321561813355,"{""neutral"":0.00038260273868218064,""happy"":0.0013860586332157254,""anger/disgust"":0.0037203882820904255,""sadness"":0.9977654218673706,""surprise"":0.0015072189271450043,""fear"":0.0036760037764906883}"
"এখন আমাদের দেশের পালা!","","neutral",-0.1999576449394226,"{""neutral"":0.8456117510795593,""happy"":0.008851047605276108,""anger/disgust"":0.07402175664901733,""sadness"":0.14893721044063568,""surprise"":0.029252050444483757,""fear"":0.025814974680542946}"
"এখন টিপ নিয়া ভাবতেছি, এইসব পরে ভাববো!!!","","neutral",-0.1999677658081055,"{""neutral"":0.9958274960517883,""happy"":0.00169960071798414,""anger/disgust"":0.003318413160741329,""sadness"":0.0021512736566364765,""surprise"":0.0018571341643109918,""fear"":0.0007088846759870648}"
"এখন তো ভয় হচ্ছে বাংলাদেশ আবার এমন বিপদে না পরে","","weaklyNegative",-0.596515417098999,"{""neutral"":0.006294803693890572,""happy"":0.006662749219685793,""anger/disgust"":0.008153097704052925,""sadness"":0.03634729981422424,""surprise"":0.012060237117111683,""fear"":0.9827567338943481}"
"এখন শ্রীলঙ্কায় ভারত পন্থী সরকার বসবে মনে হয়।","","neutral",-0.18514130115509034,"{""neutral"":0.01209820806980133,""happy"":0.009436547756195068,""anger/disgust"":0.6694193482398987,""sadness"":0.45209312438964844,""surprise"":0.02588769793510437,""fear"":0.06051599979400635}"
"এখনও সময় আছে,আমরা মেট্রোরেল এ না চড়েও দু বেলা দু মুঠো খেয়ে বেচে থাকতে পারবো।","","weaklyPositive",0.5705949306488038,"{""neutral"":0.7049310803413391,""happy"":0.3029794692993164,""anger/disgust"":0.02003401331603527,""sadness"":0.05338071286678314,""surprise"":0.009148669429123402,""fear"":0.011185058392584324}"
"এখান থেকে আমাদের সতর্ক হওয়া উচিত। যে কোন সময় এমন বিপর্যয় আমাদের মাঝে ও চলে আসতে পারে।","","weaklyPositive",0.4810443401336671,"{""neutral"":0.008790215477347374,""happy"":0.009399762377142906,""anger/disgust"":0.004279045388102531,""sadness"":0.023928968235850334,""surprise"":0.011323945596814156,""fear"":0.9818164110183716}"
"এখান থেকেই শিক্ষা নেয়া উচিৎ। উন্নয়ন কখনোই একটা দেশের জন্য সমৃদ্ধি বয়ে আনেনা।","","stronglyPositive",0.7462779283523561,"{""neutral"":0.5278924107551575,""happy"":0.03652947023510933,""anger/disgust"":0.027667216956615448,""sadness"":0.33963432908058167,""surprise"":0.0031194225884974003,""fear"":0.01763564720749855}"
"এখানে শুধু শুধু চীন থেকে নেওয়া ঋণের কথা বলা হচ্ছে কেন? সবই উদ্দেশ্যে প্রনোদিত। শ্রীলঙ্কা সরকারের ৫ হাজার ১০০ কোটি ডলারের বৈদেশিক ঋণের ১০ শতাংশ এসেছে চীন থেকে। তবে সমালোচকেরা বলছেন, রাষ্ট্রায়ত্ত বিভিন্ন প্রতিষ্ঠান ও কেন্দ্রীয় ব্যাংকের দেনা ধরলে তা আরও বেশি হবে।","","weaklyNegative",-0.5997436761856079,"{""neutral"":0.0385897159576416,""happy"":0.015080233104526997,""anger/disgust"":0.848729133605957,""sadness"":0.3121628165245056,""surprise"":0.058849260210990906,""fear"":0.049814317375421524}"
"এটা বিম্পির ষড়যন্ত্র।————ওবায়দুল কাদের।","","stronglyNegative",-0.9975620985031128,"{""neutral"":0.012409798800945282,""happy"":0.004354719538241625,""anger/disgust"":0.9294776916503906,""sadness"":0.08636648952960968,""surprise"":0.009388553909957409,""fear"":0.049916092306375504}"
"এটা হওয়া উচিৎ ছিলো, যারাই চীন পন্থী তারাই ধ্বংস হচ্ছে যেমন পাকিস্তান এখন শ্রীলঙ্কা","","stronglyNegative",-0.9996914386749267,"{""neutral"":0.005527437198907137,""happy"":0.004490181338042021,""anger/disgust"":0.7439547181129456,""sadness"":0.6048441529273987,""surprise"":0.005666089244186878,""fear"":0.019228408113121986}"
"এটাই তো হওয়া উচিত","","weaklyPositive",0.48440823554992685,"{""neutral"":0.29089784622192383,""happy"":0.02856932394206524,""anger/disgust"":0.05243246629834175,""sadness"":0.5669986605644226,""surprise"":0.01055918913334608,""fear"":0.0035801681224256754}"
"এটাই সুযোগ ভারতের দেশ দখল করার😂","","stronglyNegative",-0.9998955488204956,"{""neutral"":0.010667758993804455,""happy"":0.003619450842961669,""anger/disgust"":0.9765594005584717,""sadness"":0.01981460675597191,""surprise"":0.007204387336969376,""fear"":0.002597668208181858}"
"এটাতো কেবল ভারতিয়রা প্রচার করে, কিন্তু বাস্তবতা ভিন্ন!","","weaklyNegative",-0.5998657703399658,"{""neutral"":0.13712599873542786,""happy"":0.002096445532515645,""anger/disgust"":0.11815732717514038,""sadness"":0.5227405428886414,""surprise"":0.24328282475471497,""fear"":0.0638686865568161}"
"এটার জন্য ইন্ডিয়া দায়ী","","stronglyNegative",-0.9938138008117676,"{""neutral"":0.0031632818281650543,""happy"":0.0005166794289834797,""anger/disgust"":0.9539130330085754,""sadness"":0.09709528833627701,""surprise"":0.0017982680583372712,""fear"":0.009134524501860142}"
"এত শ্রীলঙ্কা নিয়ে পড়লেন কেনো??এতে কি বুঝাইতে চান??","","weaklyNegative",-0.5997832536697387,"{""neutral"":0.050283703953027725,""happy"":0.004593671765178442,""anger/disgust"":0.8492154479026794,""sadness"":0.06832640618085861,""surprise"":0.14150510728359222,""fear"":0.009094181470572948}"
"এত সব তাজা খবর পড়তে পড়তে আমি বৃদ্ধ মাঝি হয়ে গেছি।","","stronglyNegative",-0.9948231935501098,"{""neutral"":0.009031279012560844,""happy"":0.009111221879720688,""anger/disgust"":0.00167169701308012,""sadness"":0.9718794226646423,""surprise"":0.029056081548333168,""fear"":0.008029449731111526}"
"এতে আমাগো কি আসে যায়!","","weaklyNegative",-0.5906907081604004,"{""neutral"":0.45184651017189026,""happy"":0.0011442580725997686,""anger/disgust"":0.3704228103160858,""sadness"":0.15067750215530396,""surprise"":0.027627697214484215,""fear"":0.008130339905619621}"
"এদেশে কর স্বল্প কিভাবে বলপন, মাতা ঠিক আছে?","","weaklyNegative",-0.5995236396789551,"{""neutral"":0.03791859745979309,""happy"":0.0040717520751059055,""anger/disgust"":0.8323107361793518,""sadness"":0.1893274039030075,""surprise"":0.0527995228767395,""fear"":0.020235944539308548}"
"এদেশের মত অন্য কোন দেশ থেকে এত অর্থ পাচার হয় কিনা সন্দেহ আছে ভবিষ্যতে কি হয় উপরআলা ই জানে।","","stronglyNegative",-0.9999396800994873,"{""neutral"":0.17008112370967865,""happy"":0.032462067902088165,""anger/disgust"":0.2066291868686676,""sadness"":0.2615985572338104,""surprise"":0.20237372815608978,""fear"":0.3159773051738739}"
"এবার পাবলিক জেগে উঠেছে","","weaklyPositive",0.5999389171600342,"{""neutral"":0.0583878792822361,""happy"":0.9415769577026367,""anger/disgust"":0.011629320681095123,""sadness"":0.004567854572087526,""surprise"":0.013659545220434666,""fear"":0.0011236956343054771}"
"এমন অবস্থা বাংলাদেশের ও হবে।আজ থেকে ১০বছর।যখন ঝন বোজা বয়ে বেড়াবে সরকার।","","weaklyNegative",-0.5986979484558106,"{""neutral"":0.003925729542970657,""happy"":0.0032111380714923143,""anger/disgust"":0.9431971907615662,""sadness"":0.15294381976127625,""surprise"":0.008214221335947514,""fear"":0.023146504536271095}"
"এমন অসভ্য খবর প্রচার করা ঠিক হচ্ছে না।একটি শক্তিশালি জাতিকে অপমান করা হচ্ছে।","","weaklyNegative",-0.5349145412445069,"{""neutral"":0.008944026194512844,""happy"":0.02052721008658409,""anger/disgust"":0.6738311052322388,""sadness"":0.6079313158988953,""surprise"":0.005128444172441959,""fear"":0.004780815914273262}"
"এমন দুরবিক্ষ্য সাধারানত কোন দেশে যুদ্ধ হবার পর পরি দেখা দেয় ।যেটা আমাদের বাংলাদেশও একবার সন্মখিন হয়েছিল ভাগ্য ভালো আমাদের যে আয়য়ামিলিগ সরকার ক্ষমতায় আছে । অন্য কোন রাজনৈতিক দল থাকলে হয়তো আমাদের দুরবিক্ষ্য দেখতে হতো আর হ্যা একটা কথা সময়ই বলে দেবে কে ভালো বা মন্দ । শ্রী লঙ্কার জন্য শুভ কামনা রই;ল আর প্রে করি এই দুরদিন যেন খুব তারা তারি কেটে যায় ।","","weaklyNegative",-0.5427355289459228,"{""neutral"":0.05050558224320412,""happy"":0.72657310962677,""anger/disgust"":0.06392360478639603,""sadness"":0.5424416065216064,""surprise"":0.03782012313604355,""fear"":0.24046549201011658}"
