"paragraph","message","polarity_class","polarity_score","emotion"
"এইটা আসলেই সত্য ঘটনা কি না সেটাও ভাবার বিষয়। কারণ একটা মানুষ কেনো অকারণে একজন মহিলাকে এমন আচরণ করবে। হয় ওই লোকের সাথে পূর্বের কোনো শত্রুতা ছিলো, নয়তো ওই লোক পাগল, আর নয়তো এসব মিথ্যা সাজানো ঘটনা। মহিলার কথায় যেহেতু লোকের গায়ে পুলিশের পোশাক ছিলো বলছে তাহলে বিষয়টা আরও বেশি সন্দেহমূলক। পুলিশ কখনো এমন আচরণ করবে না।","","stronglyNegative",-0.9994683742523194,"{""neutral"":0.014223194681107998,""happy"":0.013838037848472595,""anger/disgust"":0.7999970316886902,""sadness"":0.24483127892017365,""surprise"":0.042843759059906006,""fear"":0.3837883472442627}"
"এইসব অতি রঞ্জিত।দুঃখজনক ঘটনা","","stronglyNegative",-0.9998130321502685,"{""neutral"":0.00027330676675774157,""happy"":0.0001987401774385944,""anger/disgust"":0.039266154170036316,""sadness"":0.9956386685371399,""surprise"":0.0005786975962109864,""fear"":0.0016596625791862607}"
"এক খবর কয়বার দিবি খান......... পোলারা।","","stronglyNegative",-0.9997681140899658,"{""neutral"":0.00016256659000646323,""happy"":0.00019506872922647744,""anger/disgust"":0.9995853304862976,""sadness"":0.0011218084255233407,""surprise"":0.0009718969813548028,""fear"":0.000021985104467603378}"
"এক জন নর্তকী সে নিজেই জানে না তার কত হাজার বিয়ে হয়েছে ঠিক তেমনি সে জানেনা কোন ধর্মের জন্ম হয়েছে","","weaklyNegative",-0.5237819433212281,"{""neutral"":0.41931742429733276,""happy"":0.00496651278808713,""anger/disgust"":0.04219943657517433,""sadness"":0.3212653398513794,""surprise"":0.22556613385677338,""fear"":0.013895582407712936}"
"এক জনের ও বুকে/মাথায় ওরনা নাই, হায়,,,,,,,,,,,দুনিয়া","","stronglyNegative",-0.9998231172561646,"{""neutral"":0.0025767928455024958,""happy"":0.0007425379590131342,""anger/disgust"":0.017152398824691772,""sadness"":0.9812102913856506,""surprise"":0.004722410812973976,""fear"":0.008917838335037231}"
"এক টিপ নিয়ে প্রথম আলো যতগুলো নিউজ করেছে। আমি কনফার্ম দেশে একটি পরমাণু হামলা হলেও প্রথম আলো অতগুলো নিউজ করত না।।","","stronglyNegative",-0.9998870134353638,"{""neutral"":0.006370304152369499,""happy"":0.004212190397083759,""anger/disgust"":0.930359423160553,""sadness"":0.08936821669340134,""surprise"":0.01519932970404625,""fear"":0.07442329823970795}"
"এক টিপের আড়ালে হারিয়ে গেছে কত ইসু, এ জাতি পারেও বটে","","stronglyNegative",-0.9998061656951904,"{""neutral"":0.05068536475300789,""happy"":0.040048256516456604,""anger/disgust"":0.04666226729750633,""sadness"":0.8023121356964111,""surprise"":0.2534233033657074,""fear"":0.04767662286758423}"
"এক টিপের জন্য সোশ্যাল মিডিয়া গুলোতে হাজারও সব গণ্যমান্য ব্যাক্তিরা টনক নেড়ে বসছেন।তো বলি হিজাবের বেলাই আপনারা কোথায় থাকেন। কোথায় থাকে আপনাদের প্রতিবাদ মুলক বক্তব্য গুলো।তখন কেন একটু নেড়ে চেড়ে বসেন না।","","weaklyNegative",-0.5997763395309448,"{""neutral"":0.0018896618857979774,""happy"":0.0042292270809412,""anger/disgust"":0.9493136405944824,""sadness"":0.1556490957736969,""surprise"":0.01397103350609541,""fear"":0.025204883888363838}"
"একজন ক্লান্তিহীন অসহায় পুলিশ কনস্টেবল নাজমুল সাহেবের পাশে দাঁড়ান,আপনিও কথা বলুন!একজন ক্লান্তিহীন অসহায় পুলিশ কনস্টেবল নাজমুলের গর্ভবতি স্ত্রী ডাক্তার দেখিয়ে স্বামীর দিকে আসছিলেন। হন্তোদন্ত ছুটে টিপপরা ওই মহিলা গর্ভবতি মহিলার পায়ে পাড়া দেন । নাজমুল সাহেবের স্ত্রী ব্যাথায় চিৎকার দিয়ে ওঠেন। টিপপরা মহিলা নাজমুল সাহেবের স্ত্রীকে লক্ষ্য করে বলেন ""বোরকা একটা পরে হাটে, পাশের দিকে দেখেনা"" নাজমুল সাহেব "" অনেক কথার মধ্যে ও "" টিপ পড়ছিস কেন? আসলেই তো! নাজমুল সাহেবের স্ত্রীর বোরকা পরলে যদি সমস্যা হয় তাহলে তুই বেটি টিপ পরেছিস কেন? পরবি পর, আরেকজনের বোরকাকে তাচ্ছিল্য করার অধিকার তোকে কে দিয়েছে? হাঁটার সময় চোখ কোথায় থাকে? সবাই সরব হলো। সংসদে টিপপন্থী সাংসদও টিপের ফজিলত নিয়ে আলোচনা করলেন। বিচারপতি মানিক পুলিশ বাহিনী থেকে ধর্মান্ধদের উৎখাতের দাবিতে কলাম লিখেলেন। বাদ থাকলেন না আমাদের প্রিয় শিক্ষামন্ত্রীও। তিনিও টিপ পরে ছবি দিলেন। কিন্তু এই তো কয়েকদিন আগে ইসলামী বিশ্ববিদ্যালয়ের এক শিক্ষক ছাত্রীকে নিকাব খুলতে বলেছিল। তখন কিন্তু তিনি নেকাব পরে ওই মেয়ের পক্ষে দাঁড়াননি।এদেশের সাহসী কলম সৈনিক ভাইদের প্রতি অনুরোধ, নাজমুল সাহেবের স্ত্রীর সাক্ষাতকার নিন! ঘটনার সিসিটিভি ফুটেজ বের করুন! যদি দেখা যায় কটূক্তির শুরুটা ওই অভদ্র মহিলাই করেছে, বোরকাকে তাচ্ছিল্য করেছে তাহলে কি বিচারপতি মানিকরা বোরকার পক্ষে কলাম লিখবেন?? কোনো নারী এমপি কি বোরকার পক্ষে সংসদের কথা বলবেন? গর্ভবতী ওই বোরকাপরা মায়ের সঙ্গে সংহতি প্রকাশ করতে আমাদের শিক্ষামন্ত্রীও কি এখন বোরকা পরবেন? রোজার দিনে একজন গাড়িওয়ালা পুলিশ কনস্টেবলকে এভাবে হেনস্তা করা আমরা কোনো ভাবেই মেনে নিতে পারি না। সুষ্টু তদন্ত হোক! নাজমুল সাহেবের স্ত্রীকে আইনের আশ্রয় নেবার অনুরোধ করছি। আইনজীবীরা তার পাশে দাঁড়াবার অনুরোধ করছি। পুলিশ কনস্টেবলের মুখে দাড়ি দেখে হয়তো টিপওয়ালির সাহসটা বেড়েই গিয়েছিল। ভেবেছিল, তাকে ঘায়েল করা সহজ হবে। টিপের কাছে দাড়ি-টুপি ও হিজার অপমানিত। রোজার দিনে টিপের কাছে দাড়ি-টুপি আর বোরকার অবমাননা আমরা সহ্য করতে পারছি না।","","stronglyNegative",-0.9967315912246704,"{""neutral"":0.003177507547661662,""happy"":0.010771425440907478,""anger/disgust"":0.946536123752594,""sadness"":0.17334391176700592,""surprise"":0.024165917187929153,""fear"":0.048776593059301376}"
"একজন দাঁড়ি টুপিওয়ালা পুলিশ কনস্টেবল যখন টিপ পরা নিয়ে একজন সংখ্যালঘু মহিলাকে হেনস্তা করেছিলেন তখন তথাকথিত সুশীল সমাজ থেকে শুরু করে সমগ্র মিডিয়া এমনকি সংসদে পর্যন্ত এর চর্চা হয় কিন্তু আজ যখন টিপওয়ালি হিন্দু মহিলা মুসলমানদের ধর্মীয় ফরজ বিধান হিজাব পরার জন্য বিশজন শিক্ষার্থীকে শারীরিক নির্যাতন করল তখন তাদের চেতনার দণ্ড দাড়ায়নি।হায়রে সুশীল! হায়রে বিবেক!!😡😠🤬","","stronglyNegative",-0.9997228145599365,"{""neutral"":0.003444885602220893,""happy"":0.0056854491122066975,""anger/disgust"":0.8340783715248108,""sadness"":0.45616456866264343,""surprise"":0.030964555218815804,""fear"":0.11278192698955536}"
"একজন দেশের নাগরিক হিসেবে উনি একটা বিতর্কিত কর্মকান্ডে স্বাধীনভাবে নিজের মতামত বা ব্যাখা মুলক কথা বলতেই পারেন। এর জন্য ওনাকেও প্রত্যাহার করতে হবে কেন ? এটাই কি দেশের স্বাধীন মত প্রকাশের স্বাধীনতা...!!!!!!!!!?.","","weaklyNegative",-0.599387812614441,"{""neutral"":0.011517814360558987,""happy"":0.013043439947068691,""anger/disgust"":0.7687626481056213,""sadness"":0.4665161669254303,""surprise"":0.04510006308555603,""fear"":0.025909537449479103}"
"একজন পুলিশ দেশের সবার জন্য সমান এইটা তার দায়িত্ব। সব ধর্মের লোক তার কাছে নিরাপদ হবে এটাই দায়িত্ব।। কাউকে কটাক্ষ করা অন্যায়।","","weaklyPositive",0.5531222105026246,"{""neutral"":0.4483851492404938,""happy"":0.34808793663978577,""anger/disgust"":0.1556120216846466,""sadness"":0.14583894610404968,""surprise"":0.012625406496226788,""fear"":0.02709141932427883}"
"একজন পুলিশের সামনে একজন টিপপর ভদ্রমহিলা হেটে যাচ্ছিল আর পুলিশ তাকে কোনো কারন ছাড়াই -""টিপ পরছিস কেন"" বললো বিষয়টা অযৌক্তিক না।�","","weaklyNegative",-0.5994679450988769,"{""neutral"":0.14602965116500854,""happy"":0.004985000938177109,""anger/disgust"":0.5861785411834717,""sadness"":0.182347372174263,""surprise"":0.1543574184179306,""fear"":0.07498593628406525}"
"একজন পুলিশের সামনে একজন টিপপরা ভদ্রমহিলা হেটে যাচ্ছিল আর পুলিশ তাকে কোনো কারন ছাড়াই -""টিপ পরছিস কেন"" বললো বিষয়টা অযৌক্তিক না।�","","weaklyNegative",-0.5996623039245605,"{""neutral"":0.08069194853305817,""happy"":0.0042158858850598335,""anger/disgust"":0.6881088018417358,""sadness"":0.1934637725353241,""surprise"":0.13003583252429962,""fear"":0.06798708438873291}"
"একজন মহিলা কি পড়বে সেটা তার ব্যক্তিগত বিষয় সেটা নিয়ে মন্তব্য করার পক্ষপাত আমি নই।তবে আমি শঙ্কিত যে হারে টিপ মেয়ে মানুষ মাতামাতি শুরু করেছে কখন যে বাংলাদেশের দুই নেত্রী টিপ পরে জনগণকে কাছে টানার চেষ্টা করে।","","weaklyNegative",-0.5998218297958373,"{""neutral"":0.006475378759205341,""happy"":0.013331342488527298,""anger/disgust"":0.20065724849700928,""sadness"":0.1069502979516983,""surprise"":0.018548203632235527,""fear"":0.9569215774536133}"
"একজনকে বিয়ে করে আরেকজনের বিছানার সঙ্গী হয় সেইও আবার সংসদে কথা বলে টিব নিয়ে","","weaklyNegative",-0.5998852014541626,"{""neutral"":0.01391742192208767,""happy"":0.0012237458722665906,""anger/disgust"":0.8909492492675781,""sadness"":0.046526022255420685,""surprise"":0.32356375455856323,""fear"":0.008633226156234741}"
"একদম ঠিক আর পাপও কিন্তু আপনার 😊","","weaklyPositive",0.5582195520401002,"{""neutral"":0.022413061931729317,""happy"":0.8803344368934631,""anger/disgust"":0.15360882878303528,""sadness"":0.005719584878534079,""surprise"":0.016489258036017418,""fear"":0.0007924564415588975}"
"একদম বিনা কারনে এই কথা কেউ বলতে পারে। যুগ যুগ ধরে টিপ পরছে মহিলারা কই এতদিন তোন কথা হয়নি। হঠাৎ একজন পুলিশ সদস্য বিনা কারনে কেন বলবেন। আর এটা জাতীয় ইস্যু কেন হবে।","","stronglyNegative",-0.8798076629638671,"{""neutral"":0.006856237538158894,""happy"":0.0049326978623867035,""anger/disgust"":0.9080541729927063,""sadness"":0.16655634343624115,""surprise"":0.05767151713371277,""fear"":0.062904953956604}"
"একমাত্র বদলী যদি শাস্তি হয তাহলেতো রাস্তায় বের হলে তো ঐসব দুষ্ট লোকেরা তো টিপা টিপি আর কত কিছুই করে বসবে সেই সুযোগ করে দিল।।। জনগন তো অবাক।।","","stronglyNegative",-0.9992181777954101,"{""neutral"":0.007371667772531509,""happy"":0.004832176957279444,""anger/disgust"":0.42816591262817383,""sadness"":0.34146493673324585,""surprise"":0.47108909487724304,""fear"":0.1287156194448471}"
"একাত্তরের চেতনার সাথে টিপের কি সম্পর্ক?","","neutral",-0.19998719692230227,"{""neutral"":0.06482427567243576,""happy"":0.0033255445305258036,""anger/disgust"":0.9243389368057251,""sadness"":0.04811356961727142,""surprise"":0.028097711503505707,""fear"":0.008791038766503334}"
"এখন এটা নারীর স্বাধীনতা, ঠিকাছে মানলাম।হিজাব,বোরকা কি তবে? নারীর অধিকার নয়?","","weaklyNegative",-0.57505304813385,"{""neutral"":0.1423841118812561,""happy"":0.014580166898667812,""anger/disgust"":0.6585269570350647,""sadness"":0.1949189454317093,""surprise"":0.15338212251663208,""fear"":0.047234032303094864}"
"এখন দেখি শিক্ষিতরাও চামচামি করে","","weaklyNegative",-0.59891836643219,"{""neutral"":0.0025793223176151514,""happy"":0.0007884293445385993,""anger/disgust"":0.9614092111587524,""sadness"":0.12122759222984314,""surprise"":0.007779501844197512,""fear"":0.004382728133350611}"
"এখন বসে বসে তার ছেরো","","neutral",-0.1964006543159485,"{""neutral"":0.0014980763662606478,""happy"":0.000277978484518826,""anger/disgust"":0.9961910247802734,""sadness"":0.004187231417745352,""surprise"":0.0005458918167278171,""fear"":0.00004080840517417528}"
"এখন হিজাব নিয়ে কথা বলছেন শিক্ষকা তার বিচার কি হবে","","weaklyNegative",-0.5997579097747803,"{""neutral"":0.1238522082567215,""happy"":0.006217943970113993,""anger/disgust"":0.4769761860370636,""sadness"":0.2791571021080017,""surprise"":0.03814265877008438,""fear"":0.24859265983104706}"
"এখন হিজাবের টা তদন্ত করা হোক।","","weaklyNegative",-0.5995458126068115,"{""neutral"":0.7575811743736267,""happy"":0.006791459396481514,""anger/disgust"":0.3991527259349823,""sadness"":0.02378952130675316,""surprise"":0.008948558941483498,""fear"":0.0041442615911364555}"
"এতদিন দায়িত্বের কথা উঠে নাই কেন?","","weaklyNegative",-0.5998214483261108,"{""neutral"":0.047209277749061584,""happy"":0.002185260411351919,""anger/disgust"":0.8166716694831848,""sadness"":0.1068011224269867,""surprise"":0.1989661157131195,""fear"":0.011715502478182316}"
"এতদিন পর বুঝলাম নারীবাদীরা কেন এত বড় টিপ পড়ত 😎","","stronglyNegative",-0.9992645025253296,"{""neutral"":0.06994283944368362,""happy"":0.015630194917321205,""anger/disgust"":0.7861593961715698,""sadness"":0.11848696321249008,""surprise"":0.048796314746141434,""fear"":0.003551725996658206}"
"এতদিন মাথায় টুপি দিলে মুখে দাঁড়ি রাখলে যে পুলিশ অনেক মানুষ করে জংগি মৌলবাদী বলে অনেক মানুষ কে হেনেস্তা করেছে তখন এই মেডাম কোথায় ছিলেন? আজকে টিপ পরিধান করা মহিলার জন্য এত প্রতিবাদী হয়ে গেলেন।","","stronglyNegative",-0.9998526573181152,"{""neutral"":0.006288009695708752,""happy"":0.008158895187079906,""anger/disgust"":0.9342499375343323,""sadness"":0.10966917127370834,""surprise"":0.040937162935733795,""fear"":0.027189020067453384}"
"এতে মায়া কান্না এখন চুতিয়া মিডিয়া আর যখন হিজাব বোরকা নিয়ে বলে তখন মিডিয়া বাল ছাড়ে","","stronglyNegative",-0.9999370574951172,"{""neutral"":0.00031100877095013857,""happy"":0.00036619676393456757,""anger/disgust"":0.9986749291419983,""sadness"":0.005347758531570435,""surprise"":0.0009068910148926079,""fear"":0.00007773911784170195}"
"এতো বেশি ধর্মান্ধ পুলিশকে চাকুরিতে রাখায় ঠিক না । এরাই একসময় সরকারের বিরূদ্ধে কথা বলবে","","stronglyNegative",-0.9999162435531617,"{""neutral"":0.009252142161130905,""happy"":0.004555277060717344,""anger/disgust"":0.8980312943458557,""sadness"":0.15296779572963715,""surprise"":0.004205433651804924,""fear"":0.01799923926591873}"
"এতো শত কমেন্ট করে প্রথমআলোর রিচ বাড়ানোর মানেই হয় না,তাই আজকে কমেন্ট করলাম না😇🙃","","weaklyNegative",-0.5170544624328612,"{""neutral"":0.03595950827002525,""happy"":0.010584746487438679,""anger/disgust"":0.7448329925537109,""sadness"":0.38532695174217224,""surprise"":0.011707869358360767,""fear"":0.009120455943048}"
"এদের কথা শুনতে এবং চেহারা দেখলে shower নিতে হবে।","","neutral",0.1999002456665039,"{""neutral"":0.029484868049621582,""happy"":0.00657529104501009,""anger/disgust"":0.840498685836792,""sadness"":0.04673699289560318,""surprise"":0.06359539926052094,""fear"":0.058907561004161835}"
"এদের খেয়েদেয়ে আর কোনো কাজ নাই","","weaklyNegative",-0.5998802661895752,"{""neutral"":0.0029092691838741302,""happy"":0.001019629999063909,""anger/disgust"":0.8422549366950989,""sadness"":0.3751681447029114,""surprise"":0.0036026393063366413,""fear"":0.0010293086525052786}"
"এদের দুইজনার ওড়না কই??","","neutral",-0.19998748302459718,"{""neutral"":0.3876010775566101,""happy"":0.0028269647154957056,""anger/disgust"":0.546578049659729,""sadness"":0.01847054809331894,""surprise"":0.1508064866065979,""fear"":0.002932719886302948}"
"এদের বাল পাইকা জট লাইগা যাইতেছে এত চেতনা আসে কোত্থেকে","","stronglyNegative",-0.9998213529586792,"{""neutral"":0.0006752173649147153,""happy"":0.0001683245354797691,""anger/disgust"":0.9983144998550415,""sadness"":0.0011579991551116109,""surprise"":0.005821295082569122,""fear"":0.00003385263335076161}"
"এদের বিবৃতি নির্দিষ্ট কিছু বিষয়ের প্রতি যা তাদের আদর্শের সাথে সম্পর্কিত কিন্তু সমাজের হাজারটা সমস্যার প্রতি এদের কোনো আগ্রহ নেই","","stronglyNegative",-0.9994428873062133,"{""neutral"":0.006902390159666538,""happy"":0.0010757128475233912,""anger/disgust"":0.6020246744155884,""sadness"":0.7589985728263855,""surprise"":0.015294701792299747,""fear"":0.00851678941398859}"
"এদের মত কুলাঙ্গার নারীদের বাংলাদেশ থেকে জুতা পেটা করে ইন্ডিয়া পাঠিয়ে দেয়া হোক।","","stronglyNegative",-0.9999336719512939,"{""neutral"":0.00012115505523979664,""happy"":0.00023560797853861004,""anger/disgust"":0.9997976422309875,""sadness"":0.0013016248121857643,""surprise"":0.00047623206046409905,""fear"":0.000022986858311924152}"
"এদেরকে জাদুঘরে রাখার যোর দাবি জানাচ্ছি😐","","weaklyNegative",-0.40628657341003416,"{""neutral"":0.013287728652358055,""happy"":0.00036592246033251286,""anger/disgust"":0.9882825016975403,""sadness"":0.005684236064553261,""surprise"":0.006346810609102249,""fear"":0.0008526812307536602}"
"এবার এই বা* বাদ দাও,,একদম বিরক্ত এই টিপটাপ","","stronglyNegative",-0.9995807647705078,"{""neutral"":0.00009819851402426139,""happy"":0.00024296954507008195,""anger/disgust"":0.9997974038124084,""sadness"":0.0018688266864046454,""surprise"":0.00037050258833914995,""fear"":0.0000143088336699293}"
"এবার কি ঢাবির শিক্ষক সমিতি হিজাব নিয়ে কথা বলবেনা!!? শিক্ষিকার শাস্তি দাবি করবেনা???","","weaklyNegative",-0.5997612476348877,"{""neutral"":0.1383633315563202,""happy"":0.007285148371011019,""anger/disgust"":0.8120772838592529,""sadness"":0.09342248737812042,""surprise"":0.04222871735692024,""fear"":0.03175423666834831}"
"এবার কি পুরুষরা হিজাব পরে সামাজিক আন্দোলন শুরু করবে? সুবর্ণা মুস্তাফা কি জাতীয় সংসদে দাঁড়িয়ে বলবেন, মাননীয় স্পিকার আমার হিজাব পরার স্বাধীনতা কোথায়?সংস্কৃতি অঙ্গনের নায়ক নায়িকা কি এবার প্রতিবাদস্বরূপ হিজাব পরে ছবি দিবেন?নওগাঁর মহাদেবপুর উপজেলার হাসানপুর দাউল বারবাকপুর উচ্চ বিদ্যালয়ে হিজাব পরাকে কেন্দ্র করে ১৮ শিক্ষার্থীকে নির্যাতনের অভিযোগ উঠেছে প্রধান শিক্ষিকা আমোদিনী পালের বিরুদ্ধে। এমনকি অতিসম্প্রতি ঢাকা বিশ্ববিদ্যালয়ের আইন বিভাগের আরেকজন শিক্ষকের বিরুদ্ধে অভিযোগ উঠেছে নেকাব পরে প্রেজেন্টেশন দেওয়া যাবেনা। বাংলাদেশে হিজাব নেকাব পরার ক্ষেত্রে কিছু কিছু জায়গায়, কিছু কিছু ব্যক্তির দ্বারা নারীরা বাধাপ্রাপ্ত হচ্ছেন, কিন্তু এবিষয়গুলো আমাদের দেশের গণমাধ্যম ততোটা আলোচনায় আনেনা, যতোটা টিপকাণ্ড নিয়ে তৎপর হলেন।টিপকাণ্ড নিয়ে আজকে বাংলা ট্রিবিউনে আরেকটি নিউজ প্রকাশিত হয়েছে। সেখানে নাম প্রকাশে অনিচ্ছুক দায়িত্বশীল একজন কর্মকর্তা বাংলা ট্রিবিউনকে জানান, তদন্তে কমিটি নিশ্চিত হয়েছে যে সেদিন কনস্টেবল তারেক ও শিক্ষিকার মধ্যে তর্কাতর্কি হয়েছিল। তবে সেটি উল্টো পথে মোটরসাইকেল নিয়ে চালানো নিয়ে। তিনি আরও জানান, উল্টো পথে মোটরসাইকেল চালিয়ে যাওয়ার সময় প্রথমে কনস্টেবল তারেককে ডাক দেন লতা। “পুলিশের লোক হয়েও উল্টো পথে দিয়ে কেন মোটরসাইকেল চালাচ্ছেন”, এমন জানতে চান তিনি। এতেই তাদের মধ্যে তর্কাতর্কির সৃষ্টি হয়।পুলিশের দায়িত্বশীল কর্মকর্তার এই বক্তব্য যদি সঠিক হয়, তবেলতা সামাদ্দারের এই প্রতিবাদকে আমি সাধুবাদ জানাই। কারণ আইনের একজন লোকের আইন অমান্য করার অধিকার নাই। লতা সামাদ্দার এক্ষেত্রে সাহসী কাজ করেছেন।তবে টিপ পরা নিয়ে লতা সামাদ্দারকে কনস্টেবলে নাজমুল তারেক কটুক্তি করেছেন বলে যে অভিযোগ ' ঐ টিপ পরছোস কেন? পুলিশের দায়িত্বশীল ব্যক্তির বক্তব্য অনুযায়ী এই অভিযোগ সঠিক নয়!শুরুতে টিপ পরা নিয়ে ঘটনার সূত্রপাত হয়নি। পরবর্তীতে কি হয়েছে তা প্রতিবেদন দিলেই বোঝা যাবে। উই হ্যাব টু ওয়েট।পরিশেষে, নওগাঁর ঘটনায় সাংবাদিক, সাংস্কৃতিক, সুশীল সমাজ, জাতীয় সংসদের সদস্যসহ সকল বুদ্ধিজীবী মহলের প্রতিবাদ চাই। নারীর টিপের স্বাধীনতা নিয়ে যেমন প্রশ্ন তোলার অধিকার কারও নাই, তেমনি হিজাবের স্বাধীনতাতেও হস্তক্ষেপ করা যাবেনা।","","stronglyNegative",-0.9030974626541137,"{""neutral"":0.02885747328400612,""happy"":0.12681308388710022,""anger/disgust"":0.7091454267501831,""sadness"":0.5290735960006714,""surprise"":0.10564980655908585,""fear"":0.2225904017686844}"
"এয় হলো এমপি দেশের বাজে অবস্থায় একে তো দেখায় যায় না","","stronglyNegative",-0.9998003482818604,"{""neutral"":0.01238312479108572,""happy"":0.005293457303196192,""anger/disgust"":0.8536649942398071,""sadness"":0.19107453525066376,""surprise"":0.08953657001256943,""fear"":0.018260812386870384}"
"এর আগে যখন মা মেয়েকে একসাথে বেধে গলায় রশি বেধে নির্যাতন করা হয়েছিল তখন এই নারীবাদীরা কোথায় ছিল? কোথায় ছিল এই চেতনা ব্যবসায়ীরা?","","stronglyNegative",-0.9999374866485595,"{""neutral"":0.004457833245396614,""happy"":0.003887348575517535,""anger/disgust"":0.8873633742332458,""sadness"":0.27483224868774414,""surprise"":0.016132598742842674,""fear"":0.05508127063512802}"
"এর চেয়েও অনেক বড় বড় অপরাধ করে পুলিশের কেবল বদলিই হতো, এর বেশী কিছু নয়। কিন্তু টিপ কান্ডে ওই পুলিশ সাসপ্যান্ড হয়ে গেল। আর এই পুলিশ পরিদর্শক মন্তব্য করার জন্য প্রত্যাহার হলো।একবার ভাবুন তো- পক্কির মাথা না কাটা সিন্ডিকেট/সংগঠন গুলো কত শক্তিশালী আর ক্ষমতাশালী?","","stronglyNegative",-0.9998907327651978,"{""neutral"":0.004807719495147467,""happy"":0.006964003201574087,""anger/disgust"":0.8967027068138123,""sadness"":0.22545720636844635,""surprise"":0.07498158514499664,""fear"":0.047927383333444595}"
