"paragraph","message","polarity_class","polarity_score","emotion"
"আজব এক দেশ,","","stronglyNegative",-0.9981749296188355,"{""neutral"":0.03699222952127457,""happy"":0.009217566810548306,""anger/disgust"":0.18276706337928772,""sadness"":0.081085205078125,""surprise"":0.8322551846504211,""fear"":0.04917149245738983}"
"আঞ্চলিক শান্তি না হুমকি! পাইক্কাগো পারমাণবিক বুমা ১৯৭১ থাকলে বাংলা আজও জ্বলতো! শাপের কোন অংশই কম বিপদজনক নয়","","stronglyNegative",-0.9999134778976441,"{""neutral"":0.007824379950761795,""happy"":0.004512293729931116,""anger/disgust"":0.11386432498693466,""sadness"":0.11164441704750061,""surprise"":0.01887761987745762,""fear"":0.9674652814865112}"
"আটি হেযাটি হে","","stronglyPositive",0.944572949409485,"{""neutral"":0.26117217540740967,""happy"":0.02308250591158867,""anger/disgust"":0.21171732246875763,""sadness"":0.1773487776517868,""surprise"":0.07046680897474289,""fear"":0.3197125494480133}"
"আধিপত্য বাদী ও সাম্রাজ্য বাদী আমেরিকার বলে!!!!","","neutral",-0.199983811378479,"{""neutral"":0.7136627435684204,""happy"":0.005933400709182024,""anger/disgust"":0.31726163625717163,""sadness"":0.04388889670372009,""surprise"":0.06229960545897484,""fear"":0.013595283962786198}"
"আধুনিক হও বেডা,,বিজ্ঞানে মন দেন,এমনিই উন্নতি হবে,,পুরাতন পদ্ধতিতে পড়ে থাকলে পিছনেই যেতে হবে।।","","weaklyNegative",-0.5654170989990235,"{""neutral"":0.0003268001019023359,""happy"":0.0007022835197858512,""anger/disgust"":0.9970664381980896,""sadness"":0.025315232574939728,""surprise"":0.0007399687892757356,""fear"":0.000239338623941876}"
"আনুষ্ঠানিক ক্ষমা চাওয়ার আগে, তাদের সাথে কোন কথাই নাই। অবশ্য শেখ হাসিনা তার স্বার্থের জন্য সব পারবে।","","weaklyNegative",-0.5999367713928223,"{""neutral"":0.017209889367222786,""happy"":0.010963303968310356,""anger/disgust"":0.8765432834625244,""sadness"":0.1682441085577011,""surprise"":0.04042264446616173,""fear"":0.015840178355574608}"
"আপনাদের দেশের মানুষ বেশির ভাগই মিরজাফর যদি একতা থাকতেন আর মানুষকে ভালোবাসতেন তাহলে পাকিস্তান হতো সুপার পাওয়ার বিশ্বে একতা নেই তাই মীর জাফর নয় বলুন রাজাকারের বাচ্চা ওরা তবে আপনাকে আমি মনে প্রানে ভালোবাসি আপনি ভালো মানুষ এগিয়ে যান ইনশাআল্লাহ আপনার মঙ্গল করবেন","","stronglyNegative",-0.9455633163452148,"{""neutral"":0.0023352280259132385,""happy"":0.14542901515960693,""anger/disgust"":0.9755077958106995,""sadness"":0.043497055768966675,""surprise"":0.0017499143723398447,""fear"":0.0016591643216088414}"
"আপনাদের ফোন থেকে তোলা।একটি করে প্রকৃতির সৌন্দর্য তুলে ধরোন। 🥀🙂","","weaklyPositive",0.5999540805816651,"{""neutral"":0.028743809089064598,""happy"":0.9698070287704468,""anger/disgust"":0.0022581417579203844,""sadness"":0.003006068989634514,""surprise"":0.02768145315349102,""fear"":0.0008643590263091028}"
"আপনাদের বড় সমস্যা,বাংলাদেশের মতো ক্ষমতার ভাঁওতা বাজি করছেন না।জনগনকে স্বপ্নে ভাসিয়ে কচু দেওয়া হয়","","stronglyNegative",-0.9998365640640259,"{""neutral"":0.002724079415202141,""happy"":0.002422136953100562,""anger/disgust"":0.9769008159637451,""sadness"":0.06221386417746544,""surprise"":0.0080554885789752,""fear"":0.0068376255221664906}"
"আপনার সারাশরীলে যদি গা থাকে, তা হলে ওষুধ লাগাবেন কয়যায়গাই, পাকিস্তানি আগের থেকেই বেশির ভাগ মানুষ ঘুষখোর,","","stronglyNegative",-0.9996285915374756,"{""neutral"":0.0005030955071561038,""happy"":0.0006933793774805963,""anger/disgust"":0.9946106672286987,""sadness"":0.05043650418519974,""surprise"":0.0018063595052808523,""fear"":0.0018913164967671037}"
"আপনারা বাংলাদেশে ইমরান চর্চা কেনো এতো করছেন বুঝে উঠতে পারছি না।","","weaklyNegative",-0.5998924016952514,"{""neutral"":0.04806486517190933,""happy"":0.028067046776413918,""anger/disgust"":0.7293481826782227,""sadness"":0.17342263460159302,""surprise"":0.169873908162117,""fear"":0.008968375623226166}"
"আপনি আবারো ফিরবেন ইমরান খান আপনার সেই আসনে ইনশাআল্লাহ। আপনার কয়েকটি সফলতার মধ্যে আমেরিকার দালালি না করার সফলতা সবার আগে। বিশ্বাসঘাতক ও মীর জাফররা আছে থাকবে দালালী করবে।ওরা করুক, বিচার একদিন হবেই।","","neutral",0.1544450879096985,"{""neutral"":0.012207793071866035,""happy"":0.7026664614677429,""anger/disgust"":0.7309226989746094,""sadness"":0.10475040972232819,""surprise"":0.008378444239497185,""fear"":0.012055625207722187}"
"আপনি দুধে ধোয়া তুলসি পাতা","","neutral",-0.19369336366653445,"{""neutral"":0.30401477217674255,""happy"":0.01852990686893463,""anger/disgust"":0.45508286356925964,""sadness"":0.02638198621571064,""surprise"":0.10936751216650009,""fear"":0.013120523653924465}"
"আপনি নওয়াজ শরীফ থেকে অনেক ভাল কাজ করেছেন।","","stronglyPositive",0.9999081850051881,"{""neutral"":0.0008197535644285381,""happy"":0.9983547329902649,""anger/disgust"":0.0032332544215023518,""sadness"":0.0015087791252881289,""surprise"":0.0007076679030433297,""fear"":0.00008652315591461957}"
"আপনি ফেরেস্তা 😏","","weaklyPositive",0.5762801408767702,"{""neutral"":0.15321257710456848,""happy"":0.46973446011543274,""anger/disgust"":0.3152658939361572,""sadness"":0.009825763292610645,""surprise"":0.026571009308099747,""fear"":0.0027813853230327368}"
"আপনি লন্ডনে খুব আরামে আছেন","","stronglyPositive",0.9998538017272951,"{""neutral"":0.00021005365124437958,""happy"":0.9996457099914551,""anger/disgust"":0.0003204690001439303,""sadness"":0.00044553130283020437,""surprise"":0.00045379868242889643,""fear"":0.000024891345674404874}"
"আপনি হলেন দৃর্নীতির বরপুত্র! নিরপেক্ষ ভোট হলে ইমরানের সাথে দৌড়াতে পারবেন কি!","","weaklyNegative",-0.5944981575012207,"{""neutral"":0.5459145903587341,""happy"":0.028673464432358742,""anger/disgust"":0.47612282633781433,""sadness"":0.07800642400979996,""surprise"":0.08277509361505508,""fear"":0.026728197932243347}"
"আপাত মস্ত ভদ্রলোকের নাম হচ্ছে ইমরান খান! পাকিস্তানের ভদ্রলোকদের রাজনীতি করা নিষেধ! পাকিস্তানের জনগণের উচিত ইমরান খানের পাশে থাকা,,, কারণ ইমরান খান জ,ঙ্গিবা,দকে অনেকটাই নিয়ন্ত্রণ করতে সক্ষম হয়েছে এবং পাকিস্তানে ক্রিকেট ফিরিয়ে এনেছে,,,, ইমরান খান ক্ষমতাচ্যুত হলে পাকিস্তানসহ ভারতীয় উপমহাদেশে জ,ঙ্গিবা,দের উত্থান হতে পারে,,,","","weaklyPositive",0.5020087242126465,"{""neutral"":0.07370784133672714,""happy"":0.8429730534553528,""anger/disgust"":0.08876406401395798,""sadness"":0.21759414672851562,""surprise"":0.05062750726938248,""fear"":0.18470224738121033}"
"আপ্নিও ছিলেন। এক্সময়।","","stronglyPositive",0.8338172674179078,"{""neutral"":0.8846327662467957,""happy"":0.23069091141223907,""anger/disgust"":0.005145685747265816,""sadness"":0.001958457287400961,""surprise"":0.002142038196325302,""fear"":0.0006077825091779232}"
"আফগানিস্তান, পাকিস্তান, ও বাংলাদেশ এই দেশে নিজেদের মধ্যে ঝামেলা সৃষ্টি করা খুব সহজ. ভারতে সম্ভব না","","stronglyNegative",-0.9997246265411377,"{""neutral"":0.05133814737200737,""happy"":0.004958630073815584,""anger/disgust"":0.7242730259895325,""sadness"":0.44574394822120667,""surprise"":0.015017110854387283,""fear"":0.010308533906936646}"
"আবার আসবেন।","","neutral",0.19952833652496338,"{""neutral"":0.2922869026660919,""happy"":0.8446109294891357,""anger/disgust"":0.0040305727161467075,""sadness"":0.006312282755970955,""surprise"":0.0013104291865602136,""fear"":0.0006595803424715996}"
"আবারও আসবেন এমরান খান ✌️✌️","","weaklyPositive",0.4091077566146851,"{""neutral"":0.029942741617560387,""happy"":0.9714940190315247,""anger/disgust"":0.003888781415298581,""sadness"":0.00227919383905828,""surprise"":0.013175575993955135,""fear"":0.0006298402440734208}"
"আবারও পাকিস্তানের প্রধানমন্ত্রী হবে ইমরান খান","","weaklyPositive",0.580799698829651,"{""neutral"":0.3601597547531128,""happy"":0.6171758770942688,""anger/disgust"":0.009265325032174587,""sadness"":0.0010966469999402761,""surprise"":0.010168367065489292,""fear"":0.0003987568779848516}"
"আবারো বীরের বেশে আসবে ফিরে ইমরান খান (আপোষহীন মুসলিম নেতা ইমরান খান) ইনশাআল্লাহ্","","stronglyPositive",0.9998938322067261,"{""neutral"":0.007176766637712717,""happy"":0.9923450350761414,""anger/disgust"":0.003218557918444276,""sadness"":0.0010730333160609007,""surprise"":0.0017371269641444087,""fear"":0.00022691157937515527}"
"আম পাঠানোর সময় আসিতেছে।","","neutral",0.19953706264495852,"{""neutral"":0.0789775550365448,""happy"":0.9603630304336548,""anger/disgust"":0.002153074834495783,""sadness"":0.0018208901165053248,""surprise"":0.001053412677720189,""fear"":0.0003870775690302253}"
"আমরা আশাবাদী ইমরান খান আবার ফিরবেই","","weaklyPositive",0.5873359441757203,"{""neutral"":0.029689576476812363,""happy"":0.9773937463760376,""anger/disgust"":0.003898327937349677,""sadness"":0.0013558282516896725,""surprise"":0.0008153877570293844,""fear"":0.0002442754339426756}"
"আমরা আশাবাদী ইমরান খান আবার ফিরবেইভালবাসার অপর নাম, সাহসী বীর ইমরান। দোয়া ও ভালবাসা রহিল।","","stronglyPositive",0.9999397277832032,"{""neutral"":0.0024791499599814415,""happy"":0.9980277419090271,""anger/disgust"":0.0009183519869111478,""sadness"":0.0012664733221754432,""surprise"":0.0009871545480564237,""fear"":0.00021244246454443783}"
"আমরা পাকিস্তান নিয়ে মাতা মাতি না করি","","weaklyNegative",-0.5968691825866699,"{""neutral"":0.013353628106415272,""happy"":0.006429586093872786,""anger/disgust"":0.9051478505134583,""sadness"":0.1503668874502182,""surprise"":0.012991041876375675,""fear"":0.03650924190878868}"
"আমরা সব ভালো রাজনৈতিক নেতা পেয়েছি, ইনারা এসব করেন না।","","weaklyNegative",-0.5245563745498657,"{""neutral"":0.01801450550556183,""happy"":0.10441729426383972,""anger/disgust"":0.5594763159751892,""sadness"":0.3547029495239258,""surprise"":0.04561745002865791,""fear"":0.005297671537846327}"
"আমরাও রাজাকার‌দের কথা ম‌নে ক‌রি‌য়ে দি‌তে চাই","","weaklyNegative",-0.5775686979293824,"{""neutral"":0.005212395917624235,""happy"":0.0013417041627690196,""anger/disgust"":0.9210795164108276,""sadness"":0.10310143232345581,""surprise"":0.0034803948365151882,""fear"":0.010845127515494823}"
"আমাদের এখন অনেক মিল, শাহবাজ ও রাতের ভোট এ নির্বাচিত","","neutral",0.19994651079177858,"{""neutral"":0.06024422124028206,""happy"":0.022429080680012703,""anger/disgust"":0.661104142665863,""sadness"":0.4076399505138397,""surprise"":0.1178494393825531,""fear"":0.027798758819699287}"
"আমাদের এখান থেকে কিছু বাংপাকি নিয়ে তোমার দলবারী করো","","weaklyNegative",-0.5987183332443238,"{""neutral"":0.0013167953584343195,""happy"":0.0014650995144620538,""anger/disgust"":0.992610514163971,""sadness"":0.016072237864136696,""surprise"":0.0008087345631793141,""fear"":0.0005506601883098483}"
"আমাদের দেশ থেকে গুজব সৃষ্টিকারি আর মিথ্যারট কারি আর ফেক আইডি খুলে ধর্ম অন্য ধর্মকে লোককে মিথ্যা ফাঁসায় তারা যাবে আর পাকিস্তানের প্রধান মন্ত্রীকে ৫ বছর পূর্ণ করতে সহয়তা করবে","","stronglyNegative",-0.9999374866485595,"{""neutral"":0.0027460220735520124,""happy"":0.003814827185124159,""anger/disgust"":0.9851726293563843,""sadness"":0.04269728064537048,""surprise"":0.004393719136714935,""fear"":0.005206919740885496}"
