"paragraph","message","polarity_class","polarity_score","emotion"
"আর যারা তোমার মতের বিরিদ্দে চলে বলে তাদেরকে রেব দিয়ে গুম এবং খুন করানো হয়েছে তাদের হাহাকার এবং আত্নচিতকার কে পছন্দ করোনা।তোমাকে এই ডাইনি পনার হিসাব দিতে হবে আল্লাহর আদালতে, কথাটা মনে রেখ।","","stronglyNegative",-0.9997057676315307,"{""neutral"":0.006239405367523432,""happy"":0.02126971445977688,""anger/disgust"":0.8697912096977234,""sadness"":0.30194535851478577,""surprise"":0.011493041180074215,""fear"":0.06459511071443558}"
"আর যে গুলারে গুম খুন করেছেন সে গুলার পরিবারের কান্না দেখেছেন?","","stronglyNegative",-0.9999363422393799,"{""neutral"":0.004031319636851549,""happy"":0.0020010732114315033,""anger/disgust"":0.6970335841178894,""sadness"":0.5327827334403992,""surprise"":0.008483253419399261,""fear"":0.01420952845364809}"
"আর সেই ঘর যখন ১৫ দিনের ভেতর ভেঙে পড়ে তখন তাদের কান্না দেখেননা ?","","stronglyNegative",-0.9999391555786132,"{""neutral"":0.0023905481211841106,""happy"":0.000764579395763576,""anger/disgust"":0.16396479308605194,""sadness"":0.9079557657241821,""surprise"":0.023422688245773315,""fear"":0.03260856494307518}"
"আর স্বজনহারা মানুষের আহাজারি........???","","stronglyNegative",-0.9999441623687744,"{""neutral"":0.0009223278029821813,""happy"":0.0003759504179470241,""anger/disgust"":0.00811199564486742,""sadness"":0.9939913153648376,""surprise"":0.0019950231071561575,""fear"":0.0037198560312390327}"
"আলহাদুলিল্লাহ,কিন্তু ঠিকাদররা সিমেন্ট ইউজ করছে!?নাকি অন্য কিছু দিয়া চালাইছে সেটাই দেখার বিষয়.. গৃহহীনদের লিস্টে আবার অনেকে বিবেকহীনও রয়েছে!","","stronglyNegative",-0.9992087364196778,"{""neutral"":0.06568150967359543,""happy"":0.028081567957997322,""anger/disgust"":0.6841244697570801,""sadness"":0.36480164527893066,""surprise"":0.16302239894866943,""fear"":0.14663109183311462}"
"আলহামদুলিল্লাহ","","weaklyPositive",0.5947571992874147,"{""neutral"":0.027430929243564606,""happy"":0.982098400592804,""anger/disgust"":0.0011203858302906156,""sadness"":0.0010573887266218662,""surprise"":0.0043174829334020615,""fear"":0.00026485073613002896}"
"আলহামদুলিল্লাহ, জয় বাংলা।","","stronglyPositive",0.9989250183105469,"{""neutral"":0.0032039021607488394,""happy"":0.9971442818641663,""anger/disgust"":0.0009444193565286696,""sadness"":0.0009814290096983314,""surprise"":0.0032007561530917883,""fear"":0.0002135173126589507}"
"আলহামদুলিল্লাহ।","","stronglyPositive",0.8572766780853273,"{""neutral"":0.01768544688820839,""happy"":0.9892072677612305,""anger/disgust"":0.0010257541434839368,""sadness"":0.001223599654622376,""surprise"":0.0030167056247591972,""fear"":0.00026306696236133575}"
"আল্লাহ জহুরজান বিবির মনের আশা পূরণ করে দেন, আমীন।","","stronglyPositive",0.9996326923370362,"{""neutral"":0.04418536648154259,""happy"":0.9648711085319519,""anger/disgust"":0.0013414850691333413,""sadness"":0.008193650282919407,""surprise"":0.005701850634068251,""fear"":0.002240384230390191}"
"আল্লাহ তায়ালা আপনাকে সাহায্য করবে","","stronglyPositive",0.9992862701416017,"{""neutral"":0.018519984558224678,""happy"":0.9886243343353271,""anger/disgust"":0.0007711665239185095,""sadness"":0.0005538450204767287,""surprise"":0.000991871114820242,""fear"":0.00022373825777322054}"
"আল্লাহ মাননীয় প্রধানমন্ত্রী কে নেক হায়াত দান করুন। আমিন","","stronglyPositive",0.9998129844665529,"{""neutral"":0.02454473078250885,""happy"":0.9818168878555298,""anger/disgust"":0.0004270287463441491,""sadness"":0.0029879482463002205,""surprise"":0.0003153899742756039,""fear"":0.0006715107592754066}"
"আল্লাহ হাজারো অসহায়ের সহায় তুমি মালিক","","stronglyPositive",0.9898711919784546,"{""neutral"":0.12001575529575348,""happy"":0.8406933546066284,""anger/disgust"":0.0028865819331258535,""sadness"":0.010728470981121063,""surprise"":0.0042288159020245075,""fear"":0.012717971578240395}"
"আল্লাহ হেফাজত করুন","","stronglyPositive",0.9997653484344484,"{""neutral"":0.032468535006046295,""happy"":0.02730771340429783,""anger/disgust"":0.00213718693703413,""sadness"":0.02340824529528618,""surprise"":0.010824420489370823,""fear"":0.9284600019454956}"
"আল্লাহ্ মালিক।","","stronglyPositive",0.9844602346420289,"{""neutral"":0.4443495273590088,""happy"":0.09111319482326508,""anger/disgust"":0.0045338282361626625,""sadness"":0.03931832313537598,""surprise"":0.007295763585716486,""fear"":0.32061707973480225}"
"আশ্রয়ন প্রকল্পের ঘর=====মানবতার উজ্জ্বল দৃষ্টান্ত স্থাপন (ভূমিহীন ও গৃহহীনদের জন্য স্বপ্নের নীড়)[] [[[[[[[ []মুজিববর্ষে ঘর পাচ্ছে ৯ লাখ পরিবার।প্রধানমন্ত্রী প্রথম ধাপে ৬৯ হাজার ৯০৪ জনের কাছে বাড়ি হস্তান্তর করবেন।সারা দেশে ভূমি ও গৃহহীন ৮ লাখ ৮৫ হাজার ৬২২ পরিবারকে বাড়ি নির্মাণ করে দিচ্ছে সরকার। জাতির পিতা বঙ্গবন্ধু শেখ মুজিবুর রহমানের জন্মশতবার্ষিকী ‘মুজিববর্ষে’ এটিই হবে প্রধানমন্ত্রী শেখ হাসিনার বিশেষ উপহার।২০২০ সালের ৭ মার্চ প্রধানমন্ত্রী শেখ হাসিনা ঘোষণা দিয়েছিলেন যে দেশের একটি মানুষও গৃহহীন বা ভূমিহীন থাকবে না। আশ্রয়নের অধিকার শেখ হাসিনার উপহার’—এই স্লোগানকে সামনে রেখে মুজিব শতবর্ষে দেশেই নির্মিত হচ্ছে ভূমিহীন ও গৃহহীনদের জন্য এই ‘স্বপ্নের নীড়’।সরকারের হিসাব মতে, সারা দেশে ৮ লাখ ৮৫ হাজার ৬২২টি ভূমিহীন-গৃহহীন পরিবার রয়েছে। এর মধ্যে ঢাকা বিভাগে ১ লাখ ২৯ হাজার ১৯৭, ময়মনসিংহ বিভাগে ৩৬ হাজার ৩, চট্টগ্রাম বিভাগে ১ লাখ ৬১ হাজার ২৯৭, রংপুর বিভাগে ১ লাখ ৮৩ হাজার ৮৩৪, রাজশাহী বিভাগে ৯৬ হাজার ৫০৪, খুলনা বিভাগে ১ লাখ ৪২ হাজার ৪১১, বরিশাল বিভাগে ৮০ হাজার ৫৮৪ এবং সিলেট বিভাগে ৫৫ হাজার ৬২২টি গৃহহীন পরিবার রয়েছে। এর মধ্যে জমি ও ঘর নেই এমন পরিবারের পাশাপাশি ১০ শতাংশ জমি আছে কিন্তু জরাজীর্ণ বাড়ি এমনও পরিবার রয়েছে।","","stronglyPositive",0.9998798370361329,"{""neutral"":0.017460128292441368,""happy"":0.9755655527114868,""anger/disgust"":0.012775233946740627,""sadness"":0.06317316740751266,""surprise"":0.28973039984703064,""fear"":0.01813974231481552}"
"আসসালামু আলাইকুম আসুন আমরা সবাই মানবিক হই,সবার পেইজে সবাই লাইক অ্যান্ড শেয়ার দিয়ে যাই","","stronglyPositive",0.986788058280945,"{""neutral"":0.013309352099895477,""happy"":0.9899476170539856,""anger/disgust"":0.0013600554084405303,""sadness"":0.0008610581862740219,""surprise"":0.0011689405655488372,""fear"":0.00022069345868658274}"
"আহ হা হা !! উপজেলা আওয়ামী লীগের ঈদের খাওন জোগাড় কইরা দিছে প্রধানমন্ত্রী","","weaklyNegative",-0.5987780332565307,"{""neutral"":0.004820185713469982,""happy"":0.9903976917266846,""anger/disgust"":0.008358149789273739,""sadness"":0.0018714829348027706,""surprise"":0.005862350109964609,""fear"":0.0003501623868942261}"
"ইদের আগে ভেঙে না পড়লেই হয়","","weaklyNegative",-0.5997400522232055,"{""neutral"":0.02956365793943405,""happy"":0.010332896374166012,""anger/disgust"":0.17466558516025543,""sadness"":0.5530333518981934,""surprise"":0.014317246153950691,""fear"":0.4867016673088074}"
"ইসলাম নিয়া শহিদ হওয়া তালিবানের সন্তান দের তৈরি ইসলামে এ সবের প্রশংসা করা হারাম।","","stronglyNegative",-0.9998923540115356,"{""neutral"":0.18817827105522156,""happy"":0.0019614859484136105,""anger/disgust"":0.5451255440711975,""sadness"":0.1995837539434433,""surprise"":0.01941181719303131,""fear"":0.04471006616950035}"
"উদ্যোগটা তো ভালো। কিন্তু কথা হচ্ছে এই ঘর গুলো কী মাননীয় প্রধানমন্ত্রী নিজের বেতনের টাকায় দান করবেন? নাকি সরকারি টাকা অর্থ্যাৎ জনগণের টাকায়? যদি মাননীয় প্রধানমন্ত্রীর বেতনের টাকায় হয়ে থাকে তবে এই কাজটি উনার উদারতার পরিচয় বহন করবে। আর যদি তা না হয়ে থাকে তবে এটা কেমন কাজ হচ্ছে?","","neutral",-0.1962819814682007,"{""neutral"":0.14275731146335602,""happy"":0.18002571165561676,""anger/disgust"":0.42421022057533264,""sadness"":0.4231758117675781,""surprise"":0.29524731636047363,""fear"":0.30854591727256775}"
"উনার সাথে যোগাযোগর কোন সঠিক মাধ্যম আছে কি?","","neutral",0.19997119903564453,"{""neutral"":0.9986870884895325,""happy"":0.00034660930396057665,""anger/disgust"":0.0002354499010834843,""sadness"":0.0004853218561038375,""surprise"":0.00034468687954358757,""fear"":0.0006063432083465159}"
"উনি থাকেন কোথায় বিস্তারিত জানান","","neutral",-0.19999027252197266,"{""neutral"":0.999224066734314,""happy"":0.00037929124664515257,""anger/disgust"":0.00017733292770572007,""sadness"":0.00015491544036194682,""surprise"":0.0002612732641864568,""fear"":0.00015040955622680485}"
"উনি সবসময় গণভবন থেকে ভিডিও কনফারেন্স করেন কেন? কাঁচের দেয়ালের আড়ালে থেকে নিজের পিঠ বাঁচিয়ে চলেন। এতো জনপ্রিয় গণমানুষের নেত্রী কেন জনসম্মুখে বেরিয়ে দান ধ্যান করেন না!!!","","weaklyNegative",-0.5995070457458496,"{""neutral"":0.014219585806131363,""happy"":0.003173894016072154,""anger/disgust"":0.7304956316947937,""sadness"":0.25857120752334595,""surprise"":0.26964807510375977,""fear"":0.04441593959927559}"
"উন্নত চিকিৎসাসেবা বিকেন্দ্রীকরণ, চিকিৎসা শিক্ষায় দক্ষ জনবল সৃষ্টি এবং গবেষণা কার্যক্রম উত্তরোত্তর বৃদ্ধির লক্ষ্যে তৃতীয় মেয়াদে প্রধানমন্ত্রীর দায়িত্ব পালনকালে শেখ হাসিনা রাজশাহী মেডিকেল বিশ্ববিদ্যালয়, চট্টগ্রাম মেডিকেল বিশ্ববিদ্যালয় ও সিলেট মেডিকেল বিশ্ববিদ্যালয় চালু করেছে। সমপ্রতি খুলনা মেডিকেল বিশ্ববিদ্যালয়ের ঘোষণা দেয়া হয়েছে। ধন্যবাদ প্রধানমন্ত্রী শেখ হাসিনারকে।","","stronglyPositive",0.9717818975448609,"{""neutral"":0.004644591826945543,""happy"":0.9959962368011475,""anger/disgust"":0.0021896553225815296,""sadness"":0.005199046805500984,""surprise"":0.017718752846121788,""fear"":0.0011927129235118628}"
"উন্নয়ন","","weaklyPositive",0.5992907285690309,"{""neutral"":0.6641795635223389,""happy"":0.2901383936405182,""anger/disgust"":0.05264122784137726,""sadness"":0.014202858321368694,""surprise"":0.005454476922750473,""fear"":0.0025022251065820456}"
"উন্নয়ন","","weaklyPositive",0.5992907285690309,"{""neutral"":0.6641795635223389,""happy"":0.2901383936405182,""anger/disgust"":0.05264122784137726,""sadness"":0.014202858321368694,""surprise"":0.005454476922750473,""fear"":0.0025022251065820456}"
"উন্নয়ন গেলো কই??","","weaklyNegative",-0.5996150493621826,"{""neutral"":0.08825864642858505,""happy"":0.004937235731631517,""anger/disgust"":0.47676703333854675,""sadness"":0.2999580502510071,""surprise"":0.32134756445884705,""fear"":0.014589823782444}"
"উন্নয়ন বিশেষজ্ঞরা এখন বাংলাদেশকে দারিদ্র্য বিমোচন ও উন্নয়নের জন্য একটি রোল মডেল হিসেবে উপস্থাপন করছেন। ধন্যবাদ আমাদের প্রধানমন্ত্রী শেখ হাসিনাকে।","","stronglyPositive",0.9869152545928956,"{""neutral"":0.0012248322600498796,""happy"":0.9986048340797424,""anger/disgust"":0.0011303588980808854,""sadness"":0.0011032704496756196,""surprise"":0.004231625702232122,""fear"":0.0001772374234860763}"
"উপহার","","weaklyPositive",0.5996148109436036,"{""neutral"":0.05785903334617615,""happy"":0.9233918786048889,""anger/disgust"":0.00502704968675971,""sadness"":0.0016942176735028625,""surprise"":0.026125093922019005,""fear"":0.0005994293023832142}"
"এ তো শালা তেলের সাগরে এসে পড়লাম","","stronglyNegative",-0.999878978729248,"{""neutral"":0.015148410573601723,""happy"":0.010885264724493027,""anger/disgust"":0.8133938312530518,""sadness"":0.14283256232738495,""surprise"":0.039460163563489914,""fear"":0.0050543914549052715}"
"এই খবর আওয়ামীলীগের নেতারা পড়লে বলে বসবে আরে আমাদের মাথাপিছু আয় ২৫০০ ডলার, সবাই আমরা চুতিয়া বড়লোক। এই খবর মিথ্যা। সব বিএনপি জামাত এর ষড়যন্ত্র","","stronglyNegative",-0.9546096563339234,"{""neutral"":0.0007314921822398901,""happy"":0.0006886438350193202,""anger/disgust"":0.9908488988876343,""sadness"":0.057616692036390305,""surprise"":0.001800781930796802,""fear"":0.0022792231757193804}"
"এই ঘর নির্মাণের সাথে যারা জড়িত ছিল, সবার ব্যাংক একাউন্ট চেক করার দাবি জানাই...","","weaklyPositive",0.5950162649154664,"{""neutral"":0.7340965867042542,""happy"":0.004801561124622822,""anger/disgust"":0.2822958528995514,""sadness"":0.01313426811248064,""surprise"":0.004512077197432518,""fear"":0.0025483015924692154}"
"এই ঘর পাওয়ার পেছনে তদবির করতে গিয়ে কত টাকা খরচ হয়েছে সেটা না হয় বাদ দিলাম তবু দোয়া করি আল্লাহ এই সমস্ত গৃহের মালিকদেরকে টর্নেডো থেকে হেফাজত করুন।","","stronglyPositive",0.9995789289474488,"{""neutral"":0.018910294398665428,""happy"":0.04775434359908104,""anger/disgust"":0.011877093464136124,""sadness"":0.07870101928710938,""surprise"":0.018124915659427643,""fear"":0.9513069987297058}"
"এই ঘরের মেয়াদ পাঁচ বছর।","","neutral",0.19998743534088137,"{""neutral"":0.9991832375526428,""happy"":0.00021554212435148656,""anger/disgust"":0.0002917408710345626,""sadness"":0.00022216392972040921,""surprise"":0.0005338447517715394,""fear"":0.00017398054478690028}"
"এই দেশে সরকারের তরফ থেকে কোনো কিছু পেতে হলে দলীয় পরিচয়ে লাগেতানা হলে কোন কিছু পাওয়া যায় না।যদিও কেউ কেউ পায় তাও মোটা অংকের টাকা ঘুষ দিয়ে, এই হলো ডিজিটাল বাংলাদেশর উন্নয়ন","","weaklyNegative",-0.4847881555557251,"{""neutral"":0.001978297485038638,""happy"":0.005516740493476391,""anger/disgust"":0.945838987827301,""sadness"":0.3329318165779114,""surprise"":0.006260123569518328,""fear"":0.016151826828718185}"
"এই বাড়িগোলা কার টাকাই বানানো হয় ছে কারো বেনিটি বেগের টাকা ,নাকি জনগনের টাকা","","stronglyNegative",-0.9907816648483276,"{""neutral"":0.14565517008304596,""happy"":0.009408953599631786,""anger/disgust"":0.7657500505447388,""sadness"":0.11287296563386917,""surprise"":0.06855859607458115,""fear"":0.01666214130818844}"
"এই বাড়ীগু‌লি কি জনগ‌নের ভ‌্যাট ট‌্যা‌ক্সের টাকায় তৈরী?","","neutral",-0.19996124505996704,"{""neutral"":0.08242630958557129,""happy"":0.002701588673517108,""anger/disgust"":0.8330907225608826,""sadness"":0.06473281979560852,""surprise"":0.08667408674955368,""fear"":0.013456850312650204}"
"এই বাসস্থান যাদেরকে দিছে, তাদের তাদের ছবি ও নাম প্রকাশ করলে বুজা যেতো আসলে এই বাসস্থান কারা পাইছে।","","weaklyNegative",-0.4664221048355102,"{""neutral"":0.8541948795318604,""happy"":0.005156253930181265,""anger/disgust"":0.1476670205593109,""sadness"":0.03802275285124779,""surprise"":0.025181757286190987,""fear"":0.008343747816979885}"
"এই বৈশাখ মাসেই যেন ঝড়ে উড়িয়ে নিয়ে না যায়।","","weaklyNegative",-0.5998530864715577,"{""neutral"":0.006885521579533815,""happy"":0.006919204723089933,""anger/disgust"":0.006799411494284868,""sadness"":0.06661656498908997,""surprise"":0.017489569261670113,""fear"":0.9773872494697571}"
"এই সমস্ত কথা শুনতে ও ভালো লাগে","","weaklyPositive",0.4991546630859376,"{""neutral"":0.00013789399235974997,""happy"":0.9997972846031189,""anger/disgust"":0.00015052103844936937,""sadness"":0.0003427117189858109,""surprise"":0.00030129236984066665,""fear"":0.000012540037459984887}"
"এইগুলা কি উনার ব্যাক্তিগত তহবিল থেকে দিয়েছেন নাকি জনগনের টাকায় দিচ্ছেন তাও ব্যবসা করে","","weaklyNegative",-0.5998270273208618,"{""neutral"":0.011989906430244446,""happy"":0.001589306746609509,""anger/disgust"":0.9572188258171082,""sadness"":0.05099288746714592,""surprise"":0.04483695700764656,""fear"":0.00621079420670867}"
"এইটা সরকারের প্রশংসনীয় উদ্যোগ","","weaklyPositive",0.5992158174514771,"{""neutral"":0.0005960338748991489,""happy"":0.9992080330848694,""anger/disgust"":0.0005226017674431205,""sadness"":0.0003839392738882452,""surprise"":0.0016304044984281063,""fear"":0.00004453702786122449}"
"এক যুগের বেশি পথ চলায় প্রমাণিত হয়েছে, ডিজিটাল বাংলাদেশ জননেত্রী শেখ হাসিনার এক উন্নয়ন দর্শন।","","stronglyPositive",0.999805498123169,"{""neutral"":0.007285021245479584,""happy"":0.9892560243606567,""anger/disgust"":0.0024575116112828255,""sadness"":0.0007900320342741907,""surprise"":0.008720827288925648,""fear"":0.000221769223571755}"
"কয়েকটা গ্রামে এ নিয়ে খবর নিয়েছি-যথাযথ ডিস্ট্রিবিউশন হয়নি বলে প্রান্তিক জনগোষ্ঠী প্রকৃত সেবা থেকে বঞ্চিত হয়েছে। সরকারের এই উন্নয়ন সঠিকভাবে পঁৌছে দেওয়া হোক বাংলার গরীবের ঘরে।❣️","","weaklyPositive",0.510372805595398,"{""neutral"":0.01584913209080696,""happy"":0.17150002717971802,""anger/disgust"":0.05843609571456909,""sadness"":0.9392459988594055,""surprise"":0.006981763523072004,""fear"":0.0223959032446146}"
"কয়েকদিন আগে দেখলাম পাশে টিন আছে, উপরে নাই। তুফানে নিয়া গেছে","","weaklyNegative",-0.5998615264892577,"{""neutral"":0.004551760386675596,""happy"":0.0016165768029168248,""anger/disgust"":0.0073790159076452255,""sadness"":0.9243050217628479,""surprise"":0.013532397337257862,""fear"":0.4577343463897705}"
"করোনা ভাইরাসের মধ্যে প্রধানমন্ত্রী শেখ হাসিনা এবং তার সরকার ঘরে ঘরে অসহায়দের খাদ্য ও আর্থিক সহায়তা দিয়েছে।","","stronglyPositive",0.9999018907546998,"{""neutral"":0.00035553876659832895,""happy"":0.9995200634002686,""anger/disgust"":0.00025738286785781384,""sadness"":0.0005599177093245089,""surprise"":0.007244904525578022,""fear"":0.00007724136230535805}"
"করোনায় যখন গোটা বিশ্ব লণ্ডভণ্ড তখন প্রধানমন্ত্রী শেখ হাসিনার দূরদর্শী নেতৃত্বে বাংলাদেশ সফল।","","stronglyPositive",0.9999485015869142,"{""neutral"":0.0014568966580554843,""happy"":0.9983727335929871,""anger/disgust"":0.002147570252418518,""sadness"":0.00362460152246058,""surprise"":0.006078803911805153,""fear"":0.0005300945485942066}"
"কাকিমা ,আমার কপালে কি একটা বাড়ি যুটবে না! আর কতকাল বাড়ি ছাড়া থাকতে হবে।","","weaklyNegative",-0.5472026824951172,"{""neutral"":0.0006961138569749892,""happy"":0.0007660025730729103,""anger/disgust"":0.01764940656721592,""sadness"":0.9899628758430481,""surprise"":0.0019929155241698027,""fear"":0.016650496050715446}"
